Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
Skepperiella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Skierka	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Skvortzovia	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Skyathea	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Skyttea	7	Pathotroph	Lichenicolous	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Skyttea caesii	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea cismonicae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea dacampiae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea elachistophora	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea gregaria	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea lecanorae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea mayrhoferi	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea nitschkei	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea pertusariicola	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea radiatilis	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea richardsonii	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea tavaresae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttea tephromelarum	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Skyttella mulleri	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Smardaea	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Smarodsia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Smeringomyces	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Smittium	7	Symbiotroph	Animal gut	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Smittium culisetae	8	Symbiotroph	Animal gut	Probable				"James TY, Kauff F, Schoch CL et al. (2006) Reconstructing the early evolution of Fungi using a six-gene phylogeny. Nature, 443, 818дус22."
Soleella	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Solenia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Solenopezia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Solenopsora	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Solioccasus	7	Symbiotroph	Ectomycorrhizal	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Solitaria	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Solorina	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Solorinaria	7	Symbiotroph	Lichenized	Highly Probable			Syn. Heppia	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Solorinella	7	Symbiotroph	Lichenized	Highly Probable			Syn. Gyalidea	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Solutoparies	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sonderhenia	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sorataea	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sordaria	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sordaria fimicola	8	Saprotroph	Saprotroph	Probable				"James TY, Kauff F, Schoch CL et al. (2006) Reconstructing the early evolution of Fungi using a six-gene phylogeny. Nature, 443, 818дус22."
Sorochytrium	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sorocybe	7	Saprotroph		Probable	Facultative yeast			"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sorosporium	7	Pathotroph	Plant pathogen	Probable	Facultative yeast			"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sowerbyella	7	Symbiotroph	Ectomycorrhizal	Highly Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263"
Spaceloma glycines	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Spadicoides	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sparassiella	7	Pathotroph	Plant pathogen	Probable		Brown rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sparassis	7	Pathotroph	Plant pathogen	Probable		Brown rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sparrasis crispa	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sparria	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sparrowia	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sparsitubus	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Spartiella	7	Symbiotroph	Animal gut	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Spathularia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Spathulariopsis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Spathulina	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Spathulospora	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Speerschneidera	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Spegazzinia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Spencermartinsia	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Spermophyllosticta	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Spermospora ciliata	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Spermospora lolii	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Spermospora poagena	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Spermosporina	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphacelia	7	Pathotroph	Endophyte	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphacelia segetum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphacelia sorghi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaceloma ampelinum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma arachidis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma batatas	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma coryli	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma fawcettii	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma mangiferae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma manihoticola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma menthae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma necator	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma perseae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma pirinum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma poinsettiae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma randii	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma rosarum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma sacchari	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaceloma theae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphacelotheca	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphacelotheca cruenta	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphacelotheca reiliana	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphacelotheca sorghi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaerella	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerella erysiphina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaerella platanifolia	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaerella punctiformis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaerellopsis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerellothecium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerellothecium abditum	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium araneosum	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium atryneae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium breussii	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium cladoniae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium cladoniicola	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium coniodes	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium contextum	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium minutum	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium parmeliae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium propinquellum	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium reticulatum	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium stereocaulorum	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerellothecium thamnoliae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeria	7	Symbiotroph	Lichenized	Highly Probable			Syn. Granulopyrenis	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeria erysiphina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaeriopsis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerobasidioscypha	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerobasidium	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerobolus	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerocista	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerodes	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerodothella	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerodothis	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaerodothis acrocomiola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sphaerognomonia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaeromyces	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sphaeronaemella helvellae	8	Pathotroph	Mycoparasite	Highly Probable				List compiled by John Plischke III; home.comcast.net/~grifola/fungionfungi.pdf
Sphaeropezia bryoriae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeropezia cucularis	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeropezia intermedia	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeropezia lecanorae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeropezia melaneliae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeropezia mycoblasti	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeropezia ochrolechiae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeropezia santessonii	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeropezia sipei	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaeropezia thamnoliae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sphaerophoron	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
